STATION,LAT,LON,ELEV(M),X,Y,Z,TEMP,DAY_OF_YEAR
723020,34.268,-77.9,10.1,1106070.26966,-5159356.84973,3571058.78606,66.4,100
723020,34.268,-77.9,10.1,1106070.26966,-5159356.84973,3571058.78606,66.5,100
723030,35.174,-79.009,66.5,995100.784882,-5123646.49184,3653701.24029,64.4,100
723034,35.033,-79.5,114.6,952803.852021,-5140869.54734,3640931.04612,61.7,100
723035,34.991,-78.88,56.7,1008883.00691,-5132835.13502,3637081.48471,65.4,100
723037,34.734,-76.661,3.4,1210615.50347,-5105738.09923,3613656.83897,65.4,100
723046,35.917,-75.7,4.0,1277333.12642,-5011177.49462,3720739.43515,64.1,100
723055,35.765,-80.957,294.1,814408.974501,-5117117.6456,3707237.19489,59.7,100
723060,35.892,-78.782,126.8,1006394.91457,-5074298.57273,3718564.5547,63.5,100
723065,35.633,-77.383,7.6,1133630.00005,-5064510.16771,3695175.92992,63.5,100
723066,35.344,-77.965,33.2,1086013.71954,-5093989.84243,3669082.85779,65.5,100
723067,35.317,-77.633,28.7,1115882.64012,-5089299.99386,3666636.3769,71.4,100
723068,35.855,-77.893,48.8,1085494.64398,-5060363.6805,3715192.14598,61.8,100
723069,34.833,-77.617,29.3,1123920.89973,-5119127.12595,3622691.89699,63.2,100
723070,36.261,-76.175,4.0,1230372.76967,-4999762.05908,3751585.07388,64.1,100
723074,36.028,-76.567,6.1,1199680.35653,-5022896.61577,3730708.31938,66.1,100
723075,36.817,-76.033,7.0,1233894.70452,-4961052.27754,3801158.69955,60.7,100
723079,36.298,-77.171,20.7,1142741.54348,-5018038.07098,3754904.71114,59.2,100
723080,36.903,-76.192,9.1,1218756.7073,-4958899.3989,3808796.03868,63.2,100
723083,36.698,-76.903,12.5,1160216.69369,-4986917.02768,3790581.81396,60.2,100
723084,37.708,-77.434,62.5,1099213.65376,-4931343.0831,3879891.90257,61.7,100
723084,37.708,-77.434,62.5,1099213.65376,-4931343.0831,3879891.90257,61.7,100
723085,36.937,-76.289,5.2,1209821.73156,-4958750.61415,3811810.26957,64.6,100
723086,37.132,-76.493,12.8,1189115.71486,-4950358.96069,3829090.10229,62.4,100
723087,37.133,-76.6,3.7,1179851.63282,-4952498.77547,3829173.08708,63.8,100
723090,34.9,-76.883,8.8,1188438.45413,-5100154.59133,3628778.75104,64.9,100
723095,35.068,-77.048,5.8,1171350.49164,-5093139.32879,3644047.35675,63.5,100
723096,34.708,-77.44,7.9,1141445.6113,-5123332.50875,3611288.67354,65.2,100
723097,34.683,-77.033,6.4,1178164.00436,-5116632.25957,3609007.57924,64.8,100
723098,38.527,-77.859,96.3,1050808.24837,-4884526.51626,3951434.54645,59.4,100
723100,33.942,-81.118,68.6,817842.92891,-5233391.77795,3541149.46015,65.6,100
723104,33.971,-80.996,64.6,828702.81742,-5229860.58065,3543815.40578,64.9,100
723105,33.967,-80.8,77.4,846629.811334,-5227250.3221,3543454.58596,62.5,100
723106,34.185,-79.724,44.5,942219.342675,-5197071.77633,3563465.65058,65.3,100
723107,33.587,-80.209,31.1,904480.77255,-5241293.64738,3508394.05441,58.3,100
723108,34.608,-79.059,36.9,997441.704037,-5159754.02784,3602180.10776,62.5,100
723109,34.792,-79.366,67.1,967640.968722,-5153628.09962,3618979.08099,64.0,100
723110,33.948,-83.328,239.3,615396.724974,-5260808.54897,3541796.89687,62.2,100
723114,38.01,-77.97,150.3,1048760.37582,-4921357.5411,3906411.12829,58.0,100
723115,33.462,-80.858,60.1,846275.332911,-5258786.19317,3496852.07997,63.2,100
723116,34.466,-79.89,58.5,924074.769859,-5182486.9449,3589216.09047,64.6,100
723117,34.987,-81.058,203.9,813143.603613,-5167839.29685,3636802.32757,62.5,100
723118,34.672,-82.886,271.6,650358.529709,-5211008.71341,3608154.92471,63.1,100
723119,34.846,-82.346,319.4,697980.909093,-5193779.27335,3624041.34254,67.2,100
723120,34.884,-82.221,287.4,708980.558784,-5189830.35136,3627482.15928,64.8,100
723122,34.758,-82.376,291.1,695997.534767,-5199643.84429,3616008.57118,62.5,100
723123,46.15,-89.217,519.4,60492.6883886,-4426257.94077,4577188.37823,66.9,100
723124,34.249,-82.159,192.3,720037.954058,-5228576.45196,3569419.36742,62.4,100
723126,34.916,-81.957,244.1,732596.799485,-5184462.11516,3630369.07888,61.1,100
723139,35.233,-75.622,3.4,1295117.1807,-5052201.11041,3659013.45976,67.2,100
723140,35.224,-80.955,221.9,820057.532443,-5151450.35295,3658323.84943,65.1,100
723143,35.237,-79.391,140.5,960188.024431,-5126265.7888,3659455.03701,65.9,100
723144,35.428,-81.935,328.6,730006.364108,-5151850.58391,3676852.12083,61.1,100
723146,36.432,-81.419,969.3,766696.015093,-5080936.29546,3767441.77841,60.0,100
723147,35.197,-81.156,242.9,802248.847598,-5156019.13434,3655888.42736,63.2,100
723150,35.432,-82.538,645.3,675747.232883,-5159248.72072,3677397.35609,59.7,100
723156,35.646,-80.52,235.6,854675.018376,-5118311.3224,3696481.02555,58.6,100
723160,31.536,-82.507,58.8,709559.444587,-5394732.05059,3316720.53442,66.5,100
723165,36.223,-81.098,396.2,797204.596717,-5089679.72815,3748416.02169,59.3,100
723170,36.097,-79.943,271.3,901059.310645,-5080600.09915,3737053.69311,64.1,100
723171,34.988,-117.865,694.3,-2445271.19998,-4625143.50748,3637174.41912,53.9,100
723174,36.047,-79.477,188.1,942935.098395,-5076249.35316,3732520.20457,63.2,100
723177,36.46,-80.553,380.1,843020.801058,-5066479.60809,3769591.41221,61.6,100
723190,34.498,-82.71,231.7,667748.685546,-5219822.20392,3592240.32522,62.3,100
723193,36.134,-80.222,295.7,875901.261248,-5082562.11897,3740384.82095,65.0,100
723194,35.017,-80.621,207.0,852224.430993,-5159606.00861,3639530.44404,63.2,100
723200,34.348,-85.161,194.8,444703.176965,-5252945.89543,3578493.30181,62.5,100
723230,34.644,-86.786,190.2,294519.492173,-5244872.63068,3605553.53424,67.0,100
723231,34.679,-86.685,208.8,303637.790451,-5242156.00913,3608757.83895,66.5,100
723235,34.744,-87.6,164.6,219713.169325,-5242197.41058,3614660.33108,66.0,100
723240,35.034,-85.2,204.2,437503.712961,-5210092.76171,3641073.32423,63.9,100
723249,35.554,-87.179,207.9,255681.196961,-5188803.27673,3688164.84751,62.4,100
723249,35.554,-87.179,207.9,255681.196961,-5188803.27673,3688164.84751,64.0,100
723250,35.951,-85.081,569.1,443283.916348,-5150613.09665,3724125.82441,63.3,100
723260,35.818,-83.986,293.2,542515.086564,-5149581.95698,3712006.95906,61.7,100
723264,35.964,-83.874,253.9,551563.368982,-5139036.79258,3725108.41991,58.5,100
723270,36.119,-86.689,182.9,297925.478921,-5149763.53738,3738973.88588,66.3,100
723271,36.182,-86.887,150.9,279902.076138,-5146618.70979,3744599.85261,64.4,100
723273,36.009,-86.52,165.5,313549.243823,-5156020.5897,3729096.83928,62.9,100
723274,36.056,-85.531,312.1,402267.955008,-5146900.13532,3733400.60032,63.1,100
723274,36.056,-85.531,312.1,402267.955008,-5146900.13532,3733400.60032,60.0,100
723280,36.624,-87.419,170.7,230793.484813,-5119932.93951,3784088.75612,65.0,100
723284,35.35,-89.867,97.5,12089.5750137,-5208123.15974,3669663.03475,68.4,100
723290,37.225,-89.571,102.4,38073.4505318,-5084865.41096,3837367.83237,65.6,100
723300,36.773,-90.325,99.7,-29014.8601357,-5115111.38225,3797304.08552,64.7,100
723306,33.65,-88.45,66.8,143765.00328,-5312979.61452,3514232.80067,63.5,100
723307,33.45,-88.583,80.5,131735.124449,-5325566.49816,3495752.889,66.4,100
723320,34.262,-88.771,110.0,113184.397209,-5275828.83719,3570564.97715,65.7,100
723340,35.056,-89.987,77.4,1185.95148359,-5226924.11931,3642998.77053,69.3,100
723346,35.593,-88.917,132.0,98142.7276864,-5191592.22945,3691640.31457,65.0,100
723347,36.0,-89.409,91.4,53286.5572947,-5165797.89658,3728245.3994,69.3,100
723350,36.48,-82.399,456.3,679209.348176,-5089759.66415,3771421.55751,57.8,100
723403,34.727,-92.239,78.6,-205021.071852,-5243797.25236,3613061.47742,69.2,100
723405,34.917,-92.15,94.8,-196424.357565,-5232094.80069,3630374.59325,68.9,100
723406,36.125,-90.924,83.2,-83177.0529581,-5157230.44766,3739452.90614,67.8,100
723407,35.831,-90.646,79.9,-58369.255121,-5176734.14704,3713051.68557,65.5,100
723408,35.967,-89.95,77.4,4510.11593921,-5168210.85669,3725274.18819,78.4,100
723409,35.94,-89.831,77.7,15249.3607179,-5169949.55951,3722849.1969,70.1,100
723415,34.29,-93.06,163.1,-281606.425231,-5267815.73876,3573161.50382,72.2,100
723416,34.6,-91.574,68.3,-144366.68504,-5253825.1841,3601467.46285,71.0,100
723417,34.175,-91.935,62.8,-178364.983569,-5279418.68129,3562558.26166,69.9,100
723418,33.454,-94.007,110.0,-372240.260071,-5313953.94241,3496139.31462,71.1,100
723419,33.221,-92.814,76.8,-262217.478389,-5334709.63434,3474531.00522,69.5,100
723425,33.617,-92.767,40.2,-256672.06505,-5310730.55907,3511170.55101,70.2,100
723429,35.258,-93.095,122.8,-281515.651871,-5206451.44394,3661347.57043,70.7,100
723434,36.167,-94.117,412.4,-370124.921905,-5142114.5474,3743410.57333,70.0,100
723435,34.547,-93.578,214.0,-328216.510649,-5249013.15414,3596708.91224,72.2,100
723436,36.283,-94.3,392.3,-385975.087387,-5133304.27636,3753783.00647,67.3,100
723439,36.369,-92.47,282.9,-221603.366267,-5137275.76423,3761407.01265,69.8,100
723440,35.333,-94.363,136.9,-396295.229993,-5194164.37897,3668147.273,69.8,100
723441,41.73,-98.054,548.3,-667946.095898,-4720398.53238,4223635.3694,62.9,100
723443,36.191,-94.491,363.6,-403555.92505,-5137982.42374,3745531.48628,68.4,100
723444,36.35,-94.217,395.0,-378214.820348,-5129468.70687,3759775.50051,68.2,100
723445,36.01,-94.169,381.3,-375535.816783,-5151986.39157,3729313.47319,68.2,100
723447,36.291,-92.59,219.2,-232591.761098,-5141871.76219,3754396.14861,71.6,100
723448,35.726,-91.647,141.1,-148994.353094,-5181782.72407,3703635.63877,70.2,100
723449,36.372,-94.107,412.4,-368263.595648,-5128755.63135,3761751.87031,67.9,100
723450,36.267,-93.157,418.8,-283559.241388,-5141052.47234,3752367.26993,68.4,100
723484,36.878,-91.903,372.8,-169638.166399,-5105610.45393,3806795.38356,69.5,100
723495,37.152,-94.495,296.3,-398918.642864,-5074403.38962,3831030.66069,70.7,100
723510,33.979,-98.493,310.0,-781984.088784,-5236754.18765,3544688.44867,73.0,100
723520,34.65,-99.267,421.2,-845910.442091,-5184388.7706,3606232.46167,74.1,100
723525,34.989,-99.053,474.3,-823168.64386,-5166347.4065,3637139.16663,72.7,100
723526,35.357,-99.204,585.8,-833033.897196,-5141032.46809,3670579.02581,70.2,100
723528,34.21,-98.59,382.5,-788712.111601,-5221279.0543,3565949.38523,74.8,100
723530,35.389,-97.601,391.7,-688599.947218,-5160129.56167,3673361.81575,70.3,100
723535,36.333,-97.917,398.1,-708597.260765,-5095479.629,3758257.74024,71.9,100
723536,36.383,-97.8,355.7,-697739.588025,-5093623.21249,3762701.05953,72.0,100
723537,35.852,-97.414,325.5,-667887.0131,-5132625.63132,3715084.40935,72.9,100
723540,35.417,-97.383,393.5,-668730.568697,-5160928.77292,3675895.15041,71.2,100
723544,35.534,-97.647,395.3,-691500.876139,-5150327.07382,3686468.16119,72.3,100
723545,36.162,-97.089,299.9,-636264.28125,-5116242.93261,3742896.24856,72.8,100
723550,34.65,-98.4,362.4,-767359.329515,-5196547.20744,3606199.03023,72.1,100
723555,34.3,-97.017,221.0,-644384.921412,-5235251.97775,3574110.58209,72.1,100
723556,35.657,-95.361,185.9,-484758.059248,-5165732.11116,3697443.82327,69.6,100
723560,36.199,-95.887,198.1,-528542.187984,-5125971.51649,3746150.16953,73.1,100
723564,36.039,-95.984,194.5,-538310.276957,-5135474.99335,3731806.19357,72.9,100
723565,36.768,-96.026,217.9,-537036.573952,-5087353.43381,3796930.36,72.6,100
723566,34.882,-95.783,234.7,-527798.453949,-5211458.31801,3627270.00216,71.5,100
723570,35.25,-97.467,360.3,-677685.253163,-5170541.16197,3660759.84427,71.4,100
723575,34.558,-98.417,325.8,-769745.165913,-5202023.30384,3597777.3751,72.8,100
723600,36.449,-103.154,1511.8,-1169198.51381,-5002967.02742,3769281.90677,63.5,100
723620,34.067,-106.9,1485.9,-1537910.47645,-5061859.4126,3553437.75213,67.8,100
723620,34.067,-106.9,1485.9,-1537910.47645,-5061859.4126,3553437.75213,66.5,100
723625,35.165,-107.902,1987.3,-1605045.33596,-4968722.99289,3653991.2641,55.2,100
723627,35.514,-108.794,1972.4,-1674980.84551,-4921913.35157,3685578.20353,55.0,100
723628,31.178,-99.324,556.9,-884982.727073,-5390109.11985,3283082.23564,72.4,100
723629,30.069,-93.804,4.0,-366510.464459,-5512260.47189,3176997.54103,73.6,100
723630,35.23,-101.704,1098.5,-1058226.23204,-5108185.26756,3659373.31064,72.1,100
723635,35.695,-101.395,930.9,-1024720.62404,-5084337.8838,3701303.55717,74.4,100
723640,31.88,-106.703,1253.6,-1558387.26414,-5193387.29728,3349801.76216,71.5,100
723647,35.145,-106.795,1779.1,-1509072.14884,-4999864.95498,3652056.70619,62.0,100
723650,35.042,-106.616,1618.5,-1495286.06445,-5010726.09232,3642612.09012,65.1,100
723654,35.883,-106.283,2185.7,-1451085.65803,-4967797.10011,3718962.28048,57.7,100
723656,35.617,-106.089,1933.7,-1438980.26666,-4989058.82814,3694854.6276,60.4,100
723658,36.744,-108.229,1674.9,-1601110.21749,-4861509.94424,3795668.06808,58.7,100
723660,34.427,-100.283,594.7,-940234.426198,-5182516.15807,3585951.50721,77.0,100
723663,36.45,-105.667,2161.3,-1387557.778,-4947330.45586,3769757.06964,54.8,100
723676,35.182,-103.603,1239.0,-1227667.94661,-5073408.75808,3655102.26765,69.5,100
723677,35.654,-105.142,2095.2,-1355736.28716,-5009977.33859,3698286.26623,56.2,100
723700,35.258,-113.933,1042.4,-2115481.06994,-4766440.88141,3661878.418,58.7,100
723710,36.926,-111.448,1313.7,-1867036.06465,-4752391.17538,3811620.5895,61.6,100
723723,34.652,-112.421,1536.8,-2003824.26855,-4856588.96287,3607049.30913,54.4,100
723740,35.028,-110.721,1489.3,-1850418.35136,-4891567.21193,3641265.86483,56.5,100
723745,34.257,-111.339,1572.2,-1920791.83576,-4916685.06422,3570929.64606,53.8,100
723745,34.257,-111.339,1572.2,-1920791.83576,-4916685.06422,3570929.64606,55.2,100
723747,34.264,-110.008,1954.1,-1806026.01638,-4959860.82725,3571786.57547,53.6,100
723750,35.144,-111.666,2134.5,-1928304.48031,-4853997.63805,3652170.54231,45.6,100
723754,34.518,-109.379,1747.4,-1746129.38664,-4964209.82337,3594927.54334,58.0,100
723756,34.85,-111.783,1471.3,-1944954.74143,-4866921.20896,3625063.76461,58.3,100
723758,45.497,-91.001,377.3,-78241.0165556,-4477945.97958,4526504.59478,69.1,100
723759,33.909,-94.859,143.9,-448847.448903,-5279971.73775,3538154.17206,69.6,100
723760,35.217,-111.817,2181.6,-1939369.77334,-4844601.1094,3658819.49219,59.1,100
723761,30.516,-96.704,119.2,-642016.187217,-5461932.52484,3219843.28499,72.3,100
723762,34.607,-120.076,204.5,-2633774.5641,-4547889.10106,3602183.98963,52.2,100
723783,35.946,-112.155,2013.5,-1950109.84908,-4789347.31136,3724524.55187,48.5,100
723788,35.157,-114.559,211.8,-2169834.07142,-4748302.82985,3652243.06724,72.3,100
723805,34.768,-114.619,271.3,-2185128.01659,-4768555.02849,3616908.6826,73.0,100
723810,34.9,-117.867,704.4,-2448050.53824,-4630009.37952,3629176.73571,54.6,100
723815,34.854,-116.786,584.3,-2361536.38299,-4677887.25831,3624921.0959,61.0,100
723816,34.741,-118.212,712.6,-2480650.17261,-4624067.29972,3614699.13631,53.9,100
723820,34.629,-118.084,769.2,-2473664.54851,-4635877.33575,3604513.41187,54.4,100
723825,34.583,-117.383,879.4,-2418136.8242,-4668448.55738,3600375.3449,52.7,100
723830,34.744,-118.724,1374.7,-2522041.94653,-4602026.42953,3615349.98004,41.8,100
723840,35.434,-119.054,149.1,-2526646.1231,-4548075.97622,3677290.49555,62.5,100
723860,36.072,-115.163,664.5,-2194786.27222,-4671987.10898,3735043.29669,65.1,100
723870,36.621,-116.028,984.5,-2249334.65277,-4606105.07936,3784307.00678,56.2,100
723890,36.78,-119.719,101.5,-2535610.48554,-4441975.09829,3797927.38333,60.1,100
723894,37.633,-118.85,2172.6,-2441120.20927,-4431216.90939,3874591.29081,36.4,100
723895,36.029,-119.063,134.7,-2508626.32011,-4513969.14473,3730873.69699,56.8,100
723896,36.317,-119.4,89.9,-2525855.57066,-4482671.48468,3756644.6995,59.2,100
723897,36.732,-119.82,84.7,-2545015.20125,-4440252.32196,3793649.5567,59.8,100
723898,36.319,-119.629,75.9,-2543681.14769,-4472416.2961,3756815.22833,60.1,100
723910,34.117,-119.117,4.0,-2572135.92777,-4617991.27138,3557200.67521,56.7,100
723925,34.426,-119.843,2.7,-2620837.35769,-4568286.64933,3585525.31562,56.0,100
723926,34.217,-119.083,23.5,-2566374.8574,-4614086.69168,3566389.65962,55.7,100
723927,34.201,-119.207,11.0,-2576836.5468,-4609383.66525,3564914.86665,58.0,100
723930,34.717,-120.567,112.5,-2669082.86998,-4519111.07098,3612168.966,52.1,100
723940,34.899,-120.449,73.8,-2653913.26571,-4514635.12833,3628724.9523,52.6,100
723965,35.67,-120.628,246.9,-2642903.35453,-4463925.25866,3698651.30154,53.1,100
723980,38.341,-75.513,14.3,1253065.25395,-4849782.99483,3935210.23309,61.4,100
723990,40.196,-76.772,95.1,1116390.78624,-4749315.39872,4094694.53596,61.2,100
724006,36.666,-76.321,6.1,1211312.59667,-4976930.8614,3787730.13927,53.0,100
724007,36.682,-76.602,22.0,1186646.62057,-4981792.51514,3789163.70872,61.6,100
724010,37.512,-77.323,50.0,1111676.48779,-4942147.14463,3862651.08459,63.1,100
724014,37.183,-77.5,58.8,1101199.66851,-4967190.709,3833628.81665,57.8,100
724015,37.074,-77.958,133.8,1062994.97614,-4983034.09166,3824029.33944,61.6,100
724016,38.139,-78.453,195.4,1005476.36503,-4921406.67277,3917711.08386,67.6,100
724017,37.358,-78.438,127.1,1017390.4366,-4973082.43264,3849126.12192,67.1,100
724019,36.984,-77.007,33.2,1146887.88328,-4970487.64615,3815994.89496,61.8,100
724020,37.937,-75.471,14.0,1263567.56682,-4875671.43604,3899939.85508,64.7,100
724026,37.647,-75.761,14.3,1243725.16552,-4901123.32355,3874503.874,61.7,100
724030,38.935,-77.447,88.4,1079743.80235,-4849177.48537,3986762.14321,62.9,100
724033,38.267,-77.449,25.9,1089617.45607,-4894325.80751,3928771.47565,61.3,100
724035,38.504,-77.305,3.1,1098320.86192,-4875617.86301,3949378.81161,62.1,100
724036,38.721,-77.515,58.5,1077202.99053,-4864975.75416,3968236.04153,59.8,100
724037,38.717,-77.183,22.3,1105430.16697,-4858895.55929,3967866.94555,60.9,100
724040,38.3,-76.417,11.9,1177055.9783,-4871690.32645,3931638.1478,65.2,100
724043,38.804,-76.069,22.0,1198230.84961,-4830616.78296,3975397.76032,67.9,100
724050,38.847,-77.035,3.1,1115946.03961,-4847200.4825,3979104.77401,66.1,100
724053,39.143,-78.144,221.6,1017708.45138,-4847820.48053,4004781.93913,61.3,100
724055,39.078,-77.558,118.6,1068199.62721,-4841525.60839,3999117.58742,63.7,100
724056,36.895,-81.35,780.0,768176.702771,-5049524.47756,3808548.87368,57.5,100
724057,39.472,-76.17,17.4,1178523.49293,-4787266.03273,4032915.35327,59.5,100
724058,36.683,-82.033,630.9,709866.670558,-5072159.18442,3789616.45277,59.8,100
724060,39.173,-76.684,47.6,1140380.43864,-4818138.51278,4007254.65707,63.0,100
724065,39.085,-76.759,45.7,1135484.348,-4825627.11924,3999674.87604,58.6,100
724066,39.708,-77.73,212.8,1044242.4517,-4801405.39517,4053232.37674,65.1,100
724067,39.333,-76.417,6.4,1160173.47058,-4801815.6977,4020983.78359,63.0,100
724070,39.452,-74.567,18.3,1312356.89509,-4753785.6067,4031201.60234,60.3,100
724074,39.949,-74.842,16.2,1280308.09064,-4726006.04445,4073656.44341,58.4,100
724075,39.366,-75.078,18.3,1271468.87842,-4771157.99061,4023824.47094,57.4,100
724077,41.009,-74.737,177.7,1268883.78559,-4650054.00686,4163294.07356,55.8,100
724080,39.873,-75.227,3.1,1249900.93077,-4739727.77619,4067175.34371,59.7,100
724084,40.183,-74.133,48.5,1334124.27751,-4693738.42327,4093561.74326,59.8,100
724085,40.082,-75.011,30.5,1263909.6472,-4720599.99366,4084975.78177,61.5,100
724088,39.133,-75.467,8.5,1243151.91663,-4795515.85515,4003786.32934,61.9,100
724090,40.033,-74.35,30.8,1319228.74178,-4709076.78508,4080811.60952,59.0,100
724093,38.689,-75.359,15.5,1260015.84802,-4823123.73528,3965436.9959,62.8,100
724094,40.876,-74.283,52.7,1308285.96524,-4649079.97114,4152055.16551,58.5,100
724095,40.277,-74.816,56.1,1276314.48093,-4702807.75677,4101535.4396,60.7,100
724096,40.017,-74.6,39.9,1298974.28739,-4715896.40843,4079457.02748,59.3,100
724097,40.8,-74.417,57.0,1298892.88389,-4657446.32292,4145672.65013,57.9,100
724100,37.321,-79.207,286.5,951044.329209,-4988860.29275,3845957.87492,61.5,100
724105,38.264,-78.896,366.1,965768.512019,-4920744.8187,3928720.69731,56.5,100
724106,36.573,-79.335,174.0,949114.379775,-5039919.3237,3779546.98538,59.9,100
724107,36.766,-80.823,820.8,815962.507593,-5050750.38962,3797113.42258,60.8,100
724110,37.317,-79.974,358.1,884233.627818,-5001465.34293,3845648.21577,64.0,100
724113,37.208,-80.408,649.8,847583.132618,-5015471.10939,3836196.35095,58.5,100
724115,37.95,-79.817,1156.1,890461.745802,-4957417.41056,3901780.14684,58.6,100
724116,37.133,-80.683,641.6,824314.132714,-5024438.14721,3829558.16642,60.0,100
724117,36.988,-82.53,818.1,663224.221561,-5058152.29069,3816821.71729,61.5,100
724118,36.688,-78.054,134.7,1059965.99038,-5009961.12947,3789764.99482,59.8,100
724120,37.784,-81.123,766.3,778938.88069,-4987297.04584,3886993.29384,58.9,100
724125,37.298,-81.204,870.5,776926.702312,-5020959.6974,3844281.37994,60.2,100
724127,37.867,-80.4,701.7,840857.756752,-4971449.58047,3894231.25355,55.1,100
724140,38.379,-81.59,277.4,732249.140685,-4952799.78674,3938681.13449,60.0,100
724170,38.885,-79.853,603.2,875906.923789,-4894056.94486,3982766.07715,52.2,100
724175,39.296,-80.229,366.7,838857.146836,-4871163.30688,4018033.84963,59.5,100
724176,39.643,-79.916,378.0,861168.471489,-4842404.19586,4047782.98021,59.3,100
724177,39.404,-77.945,162.8,1030699.24668,-4826273.26985,4027176.96839,64.5,100
724180,39.674,-75.606,24.1,1222039.38559,-4761599.1864,4050206.96658,61.0,100
724190,37.591,-83.314,416.1,589193.454873,-5026163.3185,3869825.83052,66.8,100
724200,40.82,-82.518,393.2,629455.204017,-4792821.7022,4147573.4703,64.5,100
724210,39.044,-84.672,269.1,460614.401544,-4939028.86396,3996281.4773,63.0,100
724220,38.041,-84.606,298.7,472827.390182,-5007588.32809,3909213.16776,63.4,100
724230,38.181,-85.739,148.7,372997.040756,-5006276.16264,3921347.98928,66.7,100
724233,38.185,-84.903,245.1,445983.429489,-5000103.15713,3921756.5939,61.4,100
724235,38.228,-85.664,164.6,379306.912558,-5002578.66741,3925457.49875,64.4,100
724237,37.75,-87.167,122.8,249574.784746,-5043390.96757,3883615.80889,66.6,100
724238,37.8,-87.683,118.0,204007.417262,-5042033.50066,3887999.4883,66.6,100
724240,37.9,-85.967,230.1,354428.720686,-5026957.70343,3896832.78931,63.5,100
724243,37.087,-84.077,362.1,525707.208685,-5067268.5806,3825318.02828,61.4,100
724250,38.365,-82.555,251.2,648854.402988,-4965365.8379,3937446.4499,61.8,100
724270,36.023,-84.234,274.3,518878.285373,-5138589.25446,3730417.35472,61.8,100
724273,39.34,-81.444,253.3,734906.042828,-4884707.69125,4021741.37812,59.5,100
724275,40.176,-80.647,359.4,793145.714202,-4815516.67495,4093168.45944,62.6,100
724276,39.594,-84.226,293.2,495155.499326,-4896815.97175,4043537.9519,64.5,100
724280,39.991,-82.877,248.7,606798.104171,-4855773.25992,4077379.83653,62.5,100
724284,39.9,-83.133,275.8,585874.498146,-4864897.7328,4069650.58731,60.7,100
724285,39.817,-82.933,226.8,603574.637673,-4868647.29569,4062544.70018,60.2,100
724286,39.944,-81.892,268.2,690657.235336,-4847958.07436,4073392.61964,59.7,100
724287,41.563,-83.476,189.6,543041.679542,-4748530.42804,4209535.97348,65.4,100
724288,40.078,-83.078,275.8,589013.401324,-4851723.89913,4084793.87599,63.7,100
724290,39.906,-84.219,305.7,493523.429953,-4874725.6444,4070180.85166,64.4,100
724294,39.756,-82.657,264.9,627578.054001,-4870011.14179,4057364.38057,58.5,100
724295,39.84,-83.84,320.3,526263.066894,-4876036.6802,4064565.83873,64.1,100
724296,39.42,-83.822,328.3,530996.570908,-4905448.82774,4028654.52345,61.7,100
724297,39.103,-84.419,149.4,482008.459727,-4932745.16807,4001291.20648,59.2,100
724298,40.708,-84.027,297.2,503860.419376,-4815740.6635,4138090.02711,65.0,100
724303,41.038,-81.464,318.2,715148.696791,-4764690.71469,4165816.12112,62.2,100
724320,38.044,-87.521,121.9,217542.777514,-5024810.12379,3909366.47318,65.1,100
724330,38.65,-88.967,173.7,89921.830896,-4987011.75519,3962155.59014,69.1,100
724335,38.323,-88.858,146.3,99858.8052105,-5009396.15162,3933724.75155,63.1,100
724336,37.78,-89.25,123.8,66070.0462824,-5047091.4507,3886248.74588,64.5,100
724338,38.55,-89.85,139.9,13076.1358885,-4994704.58057,3953458.7987,67.6,100
724339,37.75,-89.0,140.2,88127.2547428,-5048807.04284,3883626.46148,65.5,100
724340,38.753,-90.374,161.9,-32511.2080167,-4980557.61939,3971071.70703,72.5,100
724345,38.657,-90.656,140.8,-57100.2747016,-4986984.43951,3962741.89254,72.3,100
724347,38.929,-90.428,132.9,-37113.5533974,-4968248.64381,3986271.95541,70.5,100
724350,37.056,-88.774,125.9,109042.0554,-5095184.34907,3822430.54041,67.4,100
724354,37.054,-84.615,282.6,478304.970372,-5074116.28646,3822347.82451,59.8,100
724356,39.578,-85.803,245.1,360285.919003,-4909680.17446,4042138.20577,64.5,100
724363,39.267,-85.9,200.0,353538.730579,-4932119.62352,4015436.07768,68.2,100
724365,38.249,-86.954,161.2,266511.69093,-5008406.64181,3927286.32104,67.1,100
724373,39.452,-87.309,175.3,231542.446295,-4926290.8998,4031301.36509,64.6,100
724375,39.133,-86.617,257.3,292349.54153,-4945588.23023,4003943.35267,64.2,100
724380,39.725,-86.282,241.1,318552.677137,-4902124.29091,4054702.40342,65.6,100
724384,39.825,-86.296,250.9,316896.425647,-4895120.62766,4063242.37828,64.8,100
724385,40.117,-85.617,274.3,373293.415914,-4870271.61261,4088105.60852,71.2,100
724386,40.412,-86.937,182.6,259866.235696,-4856366.89509,4113042.84422,65.7,100
724387,40.528,-86.059,253.0,333680.788039,-4843527.1382,4122888.08985,65.2,100
724388,41.533,-85.783,253.0,351620.821835,-4768792.50957,4207084.31504,67.0,100
724390,39.845,-89.684,181.1,27046.0022694,-4903816.67923,4064902.92802,72.1,100
724395,38.883,-90.05,165.5,-4338.55626858,-4971618.00536,3982318.47286,68.7,100
724397,40.483,-88.95,263.7,89027.3075984,-4857445.66219,4119095.45129,68.3,100
724400,37.24,-93.39,384.7,-300641.165111,-5075328.8645,3838864.12516,69.7,100
724420,38.132,-91.765,338.3,-154729.730396,-5021278.22823,3917188.15624,70.6,100
